version,hemi,subject_id,pair,measure,value
v2.0.0,L,HC072,ses-01_ses-02,consistency,0.9980881193191448
v2.0.0,L,HC076,ses-01_ses-02,consistency,0.9977675259022907
v2.0.0,L,HC077,ses-01_ses-02,consistency,0.9970231878275174
v2.0.0,L,HC079,ses-01_ses-02,consistency,0.9982347443571438
v2.0.0,L,HC080,ses-01_ses-02,consistency,0.9974093204677081
v2.0.0,L,HC081,ses-01_ses-02,consistency,0.990193367782857
v2.0.0,L,HC082,ses-01_ses-02,consistency,0.9986289565749619
v2.0.0,L,HC083,ses-01_ses-02,consistency,0.9976377316837247
v2.0.0,L,HC085,ses-01_ses-02,consistency,0.9952775397852883
v2.0.0,L,HC087,ses-01_ses-02,consistency,0.9985173549526454
v2.0.0,L,HC088,ses-01_ses-02,consistency,0.9955707863655231
v2.0.0,L,HC091,ses-01_ses-02,consistency,0.9942227432319165
v2.0.0,L,HC092,ses-01_ses-02,consistency,0.9969901007156549
v2.0.0,L,HC093,ses-01_ses-02,consistency,0.9967158765636006
v2.0.0,L,HC108,ses-01_ses-02,consistency,0.9968896427249194
v2.0.0,L,HC117,ses-01_ses-02,consistency,0.9978076836343199
v2.0.0,L,HC118,ses-01_ses-02,consistency,0.9974195838826512
v2.0.0,L,HC120,ses-01_ses-02,consistency,0.998627172425974
v2.0.0,L,HC126,ses-01_ses-02,consistency,0.9977480315077014
v2.0.0,L,HC130,ses-01_ses-02,consistency,0.9986481430712267
v2.0.0,L,HC131,ses-01_ses-02,consistency,0.9970677577648841
v2.0.0,L,HC135,ses-01_ses-02,consistency,0.9973381799616525
v2.0.0,L,HC136,ses-01_ses-02,consistency,0.9986415824075751
v2.0.0,R,HC001,ses-01_ses-02,consistency,0.9954274624516111
v2.0.0,R,HC005,ses-01_ses-02,consistency,0.9987936493966475
v2.0.0,R,HC009,ses-01_ses-02,consistency,0.9962814354913345
v2.0.0,R,HC010,ses-01_ses-02,consistency,0.9989447181796965
v2.0.0,R,HC012,ses-01_ses-02,consistency,0.9977754211922907
v2.0.0,R,HC016,ses-01_ses-02,consistency,0.9968171278094117
v2.0.0,R,HC017,ses-01_ses-02,consistency,0.9946920543862672
v2.0.0,R,HC025,ses-01_ses-02,consistency,0.9983473011986835
v2.0.0,R,HC027,ses-01_ses-02,consistency,0.9962472440674203
v2.0.0,R,HC029,ses-01_ses-02,consistency,0.9939486624600704
v2.0.0,R,HC032,ses-01_ses-02,consistency,0.9974548072547507
v2.0.0,R,HC036,ses-01_ses-02,consistency,0.9954780754861596
v2.0.0,R,HC040,ses-01_ses-02,consistency,0.9987607710253782
v2.0.0,R,HC044,ses-01_ses-02,consistency,0.9984404723638862
v2.0.0,R,HC046,ses-01_ses-02,consistency,0.9965082030560067
v2.0.0,R,HC052,ses-01_ses-02,consistency,0.9958816139664384
v2.0.0,R,HC053,ses-01_ses-02,consistency,0.998871070557755
v2.0.0,R,HC054,ses-01_ses-02,consistency,0.9976505624357688
v2.0.0,R,HC055,ses-01_ses-02,consistency,0.9943529116106176
